nHBint10,ATSC8s,ATSC5i,ATSC3s,ATSC4s,ATSC5s,ATSC6s,ATSC7s,AATSC1m,ATSC2i,AATSC5m,AATSC6m,AATSC7m,AATSC0v,C1SP2,MDEC-22,ATSC4i,ATSC1i,ATSC4m,ATSC4v,ATSC6m,ATSC7m,ATSC8m,ATSC1v,ATSC2v,ATSC3v,ATSC5v,ATSC0i,ATSC6v,ATSC7v,ATSC8v,R_TpiPCTPC,C1SP3,ATSC6p,MDEC-13,AATSC6v,nAtomLAC,EE_Dzs,VE3_Dzs,minHBint6,minsF,minssO,mindO,minsOH,SpMAD_Dzs,nAtomLC,SpAbs_Dzs,minHBint10,VR1_DzZ,VE3_DzZ,EE_DzZ,SpAbs_DzZ,VR1_Dzs,minHBint5,BCUTw-1h,maxHBint2,maxHBint3,maxHBint4,maxHBint6,minHBa,SaasC,LipoaffinityIndex,fragC,SHBint4,SHBint3,SwHBa,ZMIC1,ZMIC2,ZMIC3,ATSC5m,ATSC7i,ATSC3m,VR3_Dt,AATS4v,AATS5v,AATS6v,AATS7v,TopoPSA,AATS8v,VE3_Dt,VR1_D,AATS0i,AATS1i,AATS2i,AATS3i,AATS4i,AATS5i,AATS3v,VE3_D,AATS7i,AATS4m,AATS1m,AATS2m,AATS0m,ATS4s,ATS3s,AATS3m,ATS0s,ATSC2m,ATS1m,ATS0m,AATS7m,AATS8m,AATS0v,nHBint2,AATS6i,VR1_Dt,AMR,AATS8i,EE_Dt,SpMAD_Dt,ATSC1m,nFRing,y_label
3.0,149.19041947955913,60.58646088033418,160.44087969326856,-168.17903391296923,-169.06334968878866,-78.97028169146142,-240.76098537105776,6.252496957201251,1.1443928930032252,-9.76536241617194,-0.9327103450693044,-2.8676741829340155,46.80432469473409,6.0,0.0,-138.77851623253457,-24.41209210873651,-1379.186901578299,-39.9164849987145,-345.1028276756426,-1170.0110666370783,2723.372553417773,-19.734989569602742,-58.18837903390556,-1242.9071179947778,294.4257659811447,260.39130669386753,-853.8536643325984,-636.3991262515925,70.59987145902167,3.2963720145379023,8.0,0.2659372882708072,2.4920942114733013,-2.30771260630432,4.0,709.782712893384,-33.95458058950399,1.2970194712745249,16.36736760644108,5.474196813283828,11.075186635384144,9.585139184582394,38.07444410689737,17.0,2776.8234340289564,0.5945172585206903,1429.7972728712707,-24.4345424411906,709.782712893384,1458.666403429202,1986.8815330984328,1.2264979624458627,34.97016217055755,7.274972906536191,5.816460452711101,5.105820191627389,7.139078675879453,0.6920138788888492,-2.6698833167891616,11.22581001911468,520.3,10.462410888127735,16.551613414891165,4.785135136942462,92.95423652554464,65.79869780697761,53.38629578550031,-3505.7651074057267,-49.17947003849735,-1626.148627131383,54.10915870086342,178.97149509701268,179.55478825639852,185.54836930800047,175.05345234880969,329.85,172.17879933722867,-26.39066088152958,1641.6174509368102,168.66034936387226,150.01351867006096,158.98411556462392,163.1620737449367,166.36300117010208,170.24996885739336,196.2654519593316,-26.43825615445929,165.1718968202762,80.12014528770435,126.31605554114029,109.39154612537376,139.87079827793823,1492.938271604938,1463.1965020576129,91.64775933765418,1055.579942082,1335.2803923818176,16042.139053724815,17343.978986464343,71.77349981611579,76.64177095348046,223.0260566234172,4.0,163.47929336936173,1656.088077896224,155.52320000000003,166.3164046064822,709.782712893384,28.61990939965304,794.0671135645589,0.0,1
0.0,-22.18242070064717,10.621407069152005,280.6093702370062,-57.89013920250181,-57.64679164135199,-2.753701654816224,4.5254990246337,8.532218214217487,-19.80821518317613,-7.119311480577782,-0.6389035071341308,-2.587982877555232,46.72740951829817,0.0,36.028141503873165,1.768460018587009,12.043858077459248,-1311.3431257479535,-156.7719138269972,-148.86451716225247,-652.1716851439185,363.8378433757139,305.69604146404964,-663.1320918813844,-829.6306873188864,-248.64798624972784,204.55843122461445,84.51535654155536,85.22834158902042,-682.2990977292454,8.710588254766948,2.0,3.0080761192550245,0.0,0.3627268521096796,3.0,495.2900190843823,-22.451734996831835,0.0,14.58058481536744,0.0,11.635965605813494,9.3632539548037,20.72246923067976,7.0,995.445686115613,0.0,25000174.204501107,-163.41867593707812,262.5265349366196,522.189171859229,34881.53611033128,0.0,30.975255850211934,5.970585588981199,7.48151314009189,0.0,0.0,1.6190990311876925,-0.3130654629031151,14.449509335681537,553.16,0.0,59.8521051207351,29.303147618786785,101.17126490814498,71.32929836115946,56.95408868543709,-1552.0099027659564,43.90414002373706,384.0687253367792,81.76508931087818,204.8209742436012,211.39661298663364,213.9945154771549,208.24414761479323,178.27999999999997,205.7300832382839,-161.4996389583302,25000187.245034,165.63653361131995,146.06294940505572,151.5087391848704,160.1139906717606,163.68048878685207,159.49867567708108,226.3017336757016,-168.37714796675317,156.95635212326837,78.57362546636593,140.5004152472507,127.66970164041892,139.54009323600485,821.7685185185181,1220.6604938271605,100.50877237714175,661.3818491845755,499.6186845557776,11099.532804532804,10325.966899464358,67.95377790830804,73.86015986256844,250.4601359745603,8.0,155.94849149901754,25000180.59066424,47.9286,156.3442532605547,549.4685069474133,22.89452112280888,674.0452389231815,2.0,1
4.0,-47.84724956143518,-16.832432942812552,271.0102580852541,-91.76715212663998,-65.05973531085435,-24.76903096166518,-25.70605546083901,4.367902216412581,-3.549433755446005,-6.91704144062381,-10.804705432956556,0.5797455900641054,48.49320558459196,0.0,32.23788861128993,-15.783524108866004,17.245538262991037,3973.055060656696,479.3202866652689,-2690.3716528061823,152.47309018685974,147.61602093314195,313.86570859506645,-486.32792818420126,-807.2539082404502,-1073.5125694146045,207.18673216552207,-124.22487015666589,-242.8910324552272,-396.0158365125167,8.094474306668001,2.0,-1.5297807059217692,0.0,-0.498895060870144,3.0,538.2301818473147,-18.172374896070007,0.0,14.916148936439644,0.0,11.840687997534758,9.531385351875468,20.79152006827794,7.0,1082.397682349709,0.683800234268404,872.8578206377658,-20.69113891703186,298.1386413487701,592.850254999581,1265.9364804442455,0.0,78.91933864932173,5.670685788964179,7.14357086493218,0.0,0.0,1.467909611519779,0.1146958812861023,12.93929396366046,597.18,0.0,56.66528903028247,28.00511566961288,107.8123084862464,76.15141183883807,58.641507362528415,-1542.5002412591095,9.829951106867442,-585.4463382689248,33.515656456441604,224.30629770534955,234.62248743921083,223.2252632949509,222.9069785423833,182.46,217.38961953790863,-6.603973183678558,868.6912554726691,163.36516248397305,144.61358614379884,149.72862374697078,157.46720401417835,160.85532395714205,156.34801308294996,243.05643118754315,-12.430936873856178,155.0425737592908,146.33341527319453,162.13853417722936,153.82217531286747,304.448694304732,896.4010059442154,1259.7474279835392,130.36263677601664,706.982843697607,221.5334167232149,13295.359802532806,23442.549461464365,96.79119085550887,99.5282814237972,269.21939805696906,8.0,155.3672417654615,629.7472505697542,70.4728,155.6173652795606,621.9490447294153,23.92111710497751,358.16798174583164,2.0,1
4.0,-64.88539171867421,8.921828136033081,261.1960058635352,-105.133543852036,-60.99335934481893,2.8741172464535865,-16.996319259928008,4.14236653905408,-16.100499076737847,-7.225516418516458,-6.748628811637774,1.3281893829732665,47.57088075920375,0.0,28.5586911680282,-20.848835745827373,12.39978056360064,3516.917485687059,318.40143257383994,-1606.1736571697902,336.03191389223645,-458.2355614243919,283.56966801537646,-528.4388861529028,-541.3197378046259,-1128.296874753997,207.71264277113065,-139.91916895977607,229.26782423019893,-596.1273126711716,8.094474306668001,2.0,-0.7502135465002362,0.0,-0.5878956678982188,3.0,527.8323692111651,-8.575115356944286,0.0,14.907884473629723,0.0,11.833743553090311,9.524440907431025,20.39315772295546,7.0,1061.4359756934546,0.6797374342366224,934.4313687000508,-22.29983492403095,295.23902307187785,587.1161650147899,2697.3839249840253,0.0,78.91943474925712,5.708449376108643,7.1913763755990585,0.0,0.0,1.427909611519779,-0.3213303532817981,11.94348977075822,597.19,0.0,57.418952621404586,24.989468332001053,95.19603975294856,69.50639976511869,57.009081369142976,-1560.711546399555,9.416985186331146,-650.9437421868217,33.5156564564416,227.44200552280384,235.2424451845707,225.473743779382,224.48093429902687,195.35,222.6507261078997,-6.603973183678579,868.6912554726696,164.19270481528525,145.41875872047655,150.76294751629533,159.28153648263705,161.88235013195583,158.16906826902888,243.0150100812969,-12.430936873856156,156.6683065281231,152.18342675763378,164.58272378435566,156.61133706746847,309.12454375611003,895.5676726108824,1263.4974279835392,133.41536635857778,710.982843697607,196.00914189603745,13331.20062653281,23493.465325464364,100.7069887233155,105.23644916697116,269.98167338721106,8.0,155.8816423170689,629.7472505697538,95.9315,156.3300230854987,621.9490447294155,23.92111710497752,335.53168966338046,2.0,1
7.0,-85.23083333333302,-27.443093303857765,28.376388888888865,-16.343333333333433,-2.497777777777829,-31.400833333333324,-15.55111111111114,0.0103890133385137,-11.342202963511475,0.778767895627333,-1.3254157363225925,-4.216469741696211,48.39458222885027,6.0,0.0,-0.8018042100824392,0.211911578341484,-25.5899929177796,-67.23393260828504,-367.1401589613581,-1163.7456487081542,-1185.723966213459,236.088581985225,-338.94306529168693,689.6591566408043,-137.41186546742915,130.25832046587416,-207.9449189248568,-1593.6528312183327,-1388.2752455299778,8.212355624658283,3.0,-1.8261147118748755,2.190638624018777,-0.7507036784290858,5.0,491.8099913618124,-3.527024805611773,1.9160865714982425,0.0,5.814448975673111,11.780753274295924,9.637253242415149,18.604686058662946,15.0,982.1687868545462,1.5311242196649013,796.4342714708855,-3.813222712519885,437.1291986842824,871.3298259399935,943.0768355575818,4.004744239836423,16.004502043780857,6.797518976438017,7.441713022918343,3.282825472237494,7.065135946012205,0.8411128111257997,0.6886842931608834,11.098442169322148,493.13,3.7375058516879074,14.81312272764966,23.04757156895515,98.31250352016691,54.42607336809121,38.021578433816245,200.92211707185191,-32.32463213795113,365.1255478154293,39.645344553187,204.59059511111167,199.17510058633448,188.48035161445625,178.34517748908667,199.64,159.49307191559586,-5.512437704200532,934.5513209199728,160.021782388358,144.98001490849836,149.81363942195856,156.24175149951245,156.04119778826637,156.3474308452917,208.0633594422476,-4.377416411554247,158.71645420683305,71.6833810854702,99.80656426595746,86.9084468216562,99.51585961111093,841.2500000000001,780.5555555555558,72.71833165116286,595.4722222222222,191.0005117682641,9381.817041000002,8956.427364999983,60.66767533333352,48.87363350185876,233.1624989247353,5.0,158.73377060350344,1772.6904314535882,77.3733,160.69569241867634,709.782712893384,32.24441298462732,0.976567253820292,2.0,1
3.0,-56.80881625768428,8.778129076776995,207.9356209182204,-104.97350350556316,-48.63474080340058,9.420465062913877,-25.99703693034603,3.4225706416871704,-17.55997274165666,-9.189286834601043,-6.450619163335501,1.0178814752595453,48.21010404774017,0.0,28.5586911680282,-21.27527050929453,13.69774578933978,3463.7615439195533,242.7401775488663,-1515.8955033838429,256.5061317654054,-364.9674150176926,270.7558133684813,-443.68973752855607,-547.0192395392849,-1117.0760770127497,209.9692213999624,-155.15528259017492,235.2850494151224,-611.1533397123346,8.16981932997558,2.0,-1.6675224544649203,0.0,-0.6602352450645741,3.0,479.31602101421913,-2.242218033542292,0.0,14.894509988033018,0.0,11.91476207160883,9.59370563732188,18.883407691742786,7.0,963.6637179537358,0.7059333382691916,751.6463510010431,-23.116375197512188,286.5086144910975,569.9430756757631,846.9270985476506,0.0,78.91943471734663,6.634042525941883,8.293141908316336,0.0,0.0,1.486423557564589,0.5868611646208937,12.908841569616648,586.18,0.0,45.17166237555509,27.12982763993852,87.96777753009175,58.415135518928686,46.51646213996329,-1948.1288089354216,9.213526507446574,-652.318956404087,32.513381172558105,227.83412469470056,234.90484378148844,226.48587329264984,224.24296728029444,190.31,223.5609696896596,-7.063932269608251,1028.247684663795,164.21789596280905,145.82048072791127,150.5816151478167,158.398651034881,161.92330539205287,158.25850951887625,245.1822709824397,-10.788813989296592,156.70310105036774,152.83741586508566,160.19470330546005,153.70725544471668,309.94926720042287,865.9643632830362,1110.6054526748972,132.11768164165656,655.0723784484072,267.57645148849485,12815.576264436804,23246.195040031715,100.30958296200323,105.6517592280938,271.0551972896135,5.0,155.78689889398467,587.0868584201446,96.2648,156.23404214616735,608.4574848505054,23.86107783727473,273.8056513349736,2.0,1
10.0,-41.1976296280367,-12.104524453164892,-58.45843453640043,69.05366866344859,51.33907843680747,-63.98731616435514,-67.06027035904063,9.364052330693792,-9.640331138721738,-4.261240122325396,-2.094557742137156,-3.626522500772557,49.04120595141153,3.0,20.01047607968665,-40.12700200347562,-7.664097829182276,398.5494201515533,-397.3783180946661,-504.7884158550544,-812.3410401730528,-1106.0249206064188,267.40843524724744,-361.8577352079918,-637.274822766792,-919.1864645846808,148.86407263140725,394.4530712344508,184.5607739365532,-623.6194433777836,3.811816005471956,3.0,2.432270331293076,2.3051503140809904,1.636734735412659,4.0,566.4969428216896,-6.048927866324799,1.2507494963490586,13.949651621897242,5.6025958193574334,11.457060067398276,9.349199972181443,23.891593186900952,6.0,1147.0403007345558,0.4823953802227376,960.6017595942636,-3.324125195431012,348.709479605458,695.3266846244377,709.1687556212644,3.011394656310316,31.975166580057163,7.058112200920687,0.837670674962973,6.064168848709657,1.2507494963490586,2.1608374405924926,0.5528529280667129,7.72976100462227,448.16,23.21910297797708,1.4623581143900162,13.444394672371148,68.09942129527803,38.81831557409127,32.56027809156175,-1001.391428746468,1.674029138734784,-748.1411806103434,33.206017475612505,181.1101986210114,174.05943505428553,163.0816311220113,171.1754195990928,217.32,176.4070270697349,-4.794214208578688,807.0833026370559,163.39485076423398,145.79979675986434,152.4974776712004,158.61267194979072,160.84513113635413,161.90925980667373,194.15344152829127,-5.040241225405769,162.00202891297698,75.76845516675252,126.67355953833572,97.97198190695072,122.37514266445488,941.387345679012,720.7916666666658,76.0920192157422,600.8489368998628,158.30420537341203,11020.599679835206,10157.136841149755,59.36774803614282,61.09880776996039,228.0945069378609,6.0,163.498373967921,1010.2168678394736,91.20650000000002,160.59775060601845,601.7488029937308,25.072866791405453,814.6725527703601,0.0,1
5.0,-28.61879612815284,-10.927828332970616,-85.67953400221421,13.538853685933208,64.3507800203487,-58.67375885472609,-61.30486171692175,14.205094482708132,-7.068222089022198,-5.751887898551667,-2.373213244055454,-1.900745421011525,50.1734311893206,2.0,18.11697683390353,-38.18387037553808,-12.014269354576252,-354.06741801283664,-715.2291283372338,-541.0926196446435,-410.5610109384894,-917.630904201974,206.6723065973796,-194.7042221440593,-868.8187323255768,-966.3492356815508,147.73239774887142,275.6950526681856,358.8986336230845,-315.61999243446667,3.925799863852961,3.0,0.8454576293273943,3.4693923593274154,1.2091888274920422,2.0,576.299778277341,-11.555082370912912,0.0,13.941584209199911,5.816345824531226,11.81482928697473,0.0,25.39204645024161,6.0,1171.143712555796,0.5245373184584863,907.4666199697384,-6.52475433681265,291.25981307376446,580.9629758825986,688.7576219154005,3.273992195865473,31.9740779238047,5.789669330324867,0.8421073616113733,1.412270072834239,0.0,2.1602740868848755,1.6745226048211872,8.175157777923873,430.16,1.412270072834239,1.5185999376322237,18.060164062816423,74.23756304636953,41.731230144714445,34.46541571051975,-1288.4228892755734,-9.810877333094307,-1260.0612100179314,29.84336483301037,187.54485105644343,178.0262121944441,167.88665459846246,175.6967307175871,202.31,178.1201945231402,-5.286428944017956,962.2710626482992,162.78768504557624,144.4491641056373,152.4840229598335,158.2158339637712,159.8044666619696,161.1739460927659,199.1575180302975,-7.32248219777594,161.48686692459972,79.66667242184417,141.86822368476157,103.53118772262025,134.6639502550602,842.9753086419748,705.0462962962958,81.49187294260804,573.8984053497942,-127.83802451029028,11775.062565835213,10638.452070149757,64.31732223655554,67.14016607766605,232.9497372567623,5.0,162.1878415184715,657.0026205755786,89.9377,161.4024069802811,550.7278944876559,23.94469106468069,1179.022842064775,0.0,1
5.0,-46.161081381057,-4.431218791866851,-81.4221695702717,-18.530060076633788,101.38880312753244,-47.24462077243077,-64.86840111488938,14.205094482708132,-7.068222089022198,-1.1283736297362237,-2.46534552546285,-5.59834998210715,50.1734311893206,2.0,18.22281312650832,-42.870872832666365,-12.014269354576252,-254.5683079839744,-762.3575042893624,-539.9106700763641,-1175.6534962425014,-665.6970720637034,206.6723065973796,-194.7042221440589,-1041.0466945807293,-429.4936644447761,147.73239774887142,376.2558118488072,-208.73897543058203,-110.69916018579798,3.9346532534246577,3.0,1.1710531979005872,3.3052929538998383,1.7180630678027728,2.0,579.7897479570458,-14.945449740740766,0.0,13.934990719850198,5.795906009716411,11.81175865511917,0.0,25.536056090698352,6.0,1177.768344013036,0.5259967045965275,1157.7450843793083,-5.61693133908931,295.8939079380449,590.2311080359495,656.3961267192086,3.2786418665453074,31.9740779238047,5.788085052428264,0.8453861819526048,1.4102545482751785,0.0,2.161756872183597,1.898461883190281,8.285124296414802,430.16,1.4102545482751785,1.524580614172556,18.213229611675164,74.23756304636953,40.20560885391296,33.62243052742679,-249.37057217170545,-11.783442104831302,-1725.5617420179328,29.62695114917041,184.3874785173522,176.210965351918,171.36625252364672,178.92864545745735,202.31,174.8569276787635,-6.227380050544228,808.7945490967514,162.78768504557624,144.4491641056373,152.4840229598335,158.21615144355036,159.97182549877363,161.79870194515064,198.29637821902176,-5.919462333157321,160.83184479082635,77.00374303686762,141.86822368476157,103.53118772262025,134.6639502550602,798.6327160493825,711.961419753086,79.16437028260805,573.8984053497942,-127.83802451029028,11775.062565835213,10638.452070149757,64.20381081474285,64.22881826573945,232.9497372567623,5.0,161.9784378761557,626.8088026439526,89.9377,161.6411953609455,543.5105826488384,23.630894897775583,1179.022842064775,0.0,1
0.0,-9.452797810772672,11.06178994689134,12.980932038145198,-8.782162754537431,-9.275765726319277,-10.867683709577811,-19.768997495650407,0.2479060949910777,-13.66181016808688,-1.7657857542751751,-5.94658585716834,-27.927117742684164,56.1672407721139,1.0,0.0,15.63427161557784,2.7110452687721747,6762.821281198555,1049.7475808919237,-1147.6910704334896,-4971.026958197781,-1562.1927975513197,150.95261621067874,-200.28167817576988,787.014739035534,542.3157196389678,97.98046671532978,-247.67860990874007,-695.7620299011584,-552.2682851683898,16.662652108089578,1.0,-5.794708145248212,1.102462582875216,-1.2833088596307776,8.0,277.78682394154373,-2.39441933229661,0.0,0.0,6.186458255681679,11.92250442416361,9.78444089846166,13.61093935307933,11.0,557.7637470267249,0.0,528.0813009375983,-4.326861007673929,248.55822096022305,495.6976429332245,655.4357743334233,0.0,78.91933827394068,6.026329571710567,3.1269970640403315,0.0,0.0,6.186458255681679,10.209613234553716,15.614201823449404,385.06,0.0,3.1269970640403315,43.35034772962859,92.04616342542268,60.28517613458301,45.25366052478804,-328.4361502951826,6.732924251396426,1427.8799830213916,28.38264478107919,205.18218641291497,209.92618967642352,203.9634557088535,197.2476257676402,59.67,198.61281043905967,-3.1132628696042324,573.8956332698336,155.83704400021875,140.38296449215642,145.8115382002338,153.30503728582175,153.47547545135942,152.83526519253613,206.5596686381677,-6.684939440707781,153.7907945657072,120.94529485245916,114.30723401298712,102.64110759090931,258.56066738356145,457.1708676268863,470.6543209876543,94.74747968539342,256.37877229080925,557.8967807286488,8801.657019000007,18874.928718999985,77.29850730898886,76.9492906158538,247.81029337441723,1.0,153.64102490740945,1014.9516836911092,56.189800000000005,152.68912744397463,539.0901198264654,26.297079015925146,19.088769314312984,1.0,1
0.0,-1.9146991173739791,9.389284961000852,7.6951235449645505,17.72814888188533,12.275098534918982,-21.10976613623445,124.4816896361042,4.762295923860838,1.171398557241928,-3.832336037853304,-3.085625165103296,-11.091131941453892,51.70413784032087,1.0,30.144673257214755,-9.438128748466422,6.252904460348512,796.1135554811754,-458.183014697438,-487.5287760863208,-1641.487527335176,276.6783853737392,250.39542247586377,-260.6641973782004,-621.8073208925321,-228.2336904672796,93.65995221736516,74.72100275627754,-452.38384595651,-200.7109365386591,16.113936288016184,0.0,-1.700559008866172,0.0,0.4729177389637819,0.0,414.418550317172,-1.0447174121121747,0.0,0.0,5.565511884849396,11.16300646275698,9.105573605018924,19.414503540184832,4.0,836.678088861427,0.0,597.7100923979845,-13.814036075019605,238.1029024858856,475.00707540916494,547.5888228697567,2.765179355520653,78.91833774651226,7.3389375057597555,0.0,6.54853478931837,0.0,-1.3491906067655484,7.696470445501295,12.904533376878938,498.09,16.61881409672622,0.0,46.23230325337538,98.88968853258706,60.389247740622544,41.15165269614684,-620.8384381322352,2.1357710373731376,-517.0888963241547,29.28042291451349,231.3180472591617,229.60922560651355,223.3951321829641,225.4506466073328,137.51999999999998,217.63333008485048,-3.789354117850168,595.8484156661125,151.985565201105,137.9852583217423,140.98248305354645,145.5778003087087,149.47747661798638,150.1457982185993,252.2426938817158,-8.76440388322088,149.80653323431898,114.20219887195148,141.5022536478874,128.92796658260892,225.82566678787867,605.0765603566526,489.52932098765433,113.72943027152336,373.0478395061728,274.41012421028086,10046.660009000008,14904.494007999992,96.17963770270288,91.47953765034984,277.4213390823847,1.0,149.7479823041456,906.3274619704654,40.9229,150.1603854355304,596.5968188751658,27.748689250007715,338.12301059411953,1.0,1
0.0,-29.53678803667251,4.870792135069167,0.8282513762721055,-3.77147939270593,4.181440323244492,18.967485391016183,2.558233031287203,2.2277124482719564,25.61600282579502,-0.6630623430749186,-1.834255529799746,-1.1234284281324585,52.82682822507079,1.0,0.0,-11.967029843097604,3.338247740911557,-219.7148442107749,-494.9020165653829,-454.895371390337,-299.9553903113664,-860.4868745214062,211.2836441764332,544.3440226835435,-382.105120588704,338.0207788883353,116.05269045394212,-786.0950373997211,-934.7738285285028,-1107.5900743148864,20.53142240402056,1.0,-6.20533113643832,3.970138154989766,-3.169738054031133,2.0,302.2339526626459,-3.439517353845651,0.0,0.0,5.555999794661266,11.735945511278487,9.60812696396275,12.42167754541632,5.0,608.3279397755723,0.0,590.5103024913467,-6.572926547234973,271.34887806687584,541.6550183580563,616.4540472003644,0.0,31.972073472677373,6.755971504108303,3.497519654048036,0.0,0.0,-1.395040777351565,12.769193713981691,18.62161611804708,673.06,0.0,3.497519654048036,62.89412051508816,119.17405057773794,67.27140638732706,42.69997509598986,-151.17821422108145,-37.256139863152285,-616.6894898535414,33.406317677792984,229.06035259848431,226.1335791552328,223.28442251263573,211.4893042455563,93.23,192.8991501654345,-3.25398521849561,584.0449239392846,153.90293634827796,139.3711757730095,144.4967357271669,146.43276446033292,147.30291591363715,148.3866450392615,241.0816572294494,-7.474287273889251,150.1777879613289,74.50657994146356,103.53936598876416,91.73420737671248,102.95887932530104,522.5555555555558,531.641975308642,79.99566734239144,305.1145404663922,216.5718169041868,9215.003573000007,8545.586983999987,66.22655170412006,59.40516013523151,252.37114707784565,1.0,148.30757379262596,913.8037680452924,40.5801,153.4507396297312,707.6421514453998,28.8833531202204,198.2664078962041,1.0,1
0.0,-9.81509382075268,-11.998229164275386,5.339468794053561,-12.239706297672775,13.47424801892434,-0.6683206779443318,-17.84423681418825,0.273892454996528,-8.66883979904429,-8.132984329530437,-15.871711732380692,-17.79656569782727,55.62525987929608,1.0,0.0,4.250060403810534,6.704071528136592,5964.761198574412,388.7803007891876,-2825.164688363763,-2883.0436430480177,-1394.0410937781185,208.7336523100204,-361.9843598147987,-498.6310409707469,9.768227056604047,92.09650011633744,-806.0412295269979,-184.92004813523045,-591.1743853303458,16.139005199414953,0.0,-11.87697969471531,0.0,-4.528321514196617,3.0,285.96121496445346,-8.202228553716807,0.0,0.0,6.229982311909108,12.075808494248433,9.901904706515747,13.749529418653813,6.0,578.3579732190616,0.0,550.1493679259852,-7.156063368200902,244.51599253935305,488.0695176106707,534.9931082208441,0.0,78.91933831472787,6.068268155732171,3.1306560792297184,0.0,0.0,-1.2965540950957832,12.551864390515528,15.74531541838316,487.06,0.0,3.1306560792297184,57.94873452813546,103.88482794718676,70.34227608052916,50.66066240188324,-1390.7403203497047,12.92250913997476,-230.7046612603852,27.250332083473563,229.177117554238,234.32195302309376,225.22881644035704,219.84411322218432,74.77,221.46070364964865,-3.7632609531197625,548.4405217186535,151.69516437291287,137.9584750160911,141.12523284964195,147.50709675392474,149.0795273199903,148.26888960684943,238.10651572114324,-9.059687123156564,150.86221538002766,139.19982966071453,128.81315171232887,123.17700941666688,290.9554713970587,419.72642318244186,438.5462962962964,112.8964779937502,248.3266460905349,179.75031027162362,9403.360075000008,19784.97205499999,96.8274422839508,97.95319596666688,275.11106340144846,1.0,150.197323741183,657.3221976057582,46.7729,148.98509777543828,573.2919922814757,27.29961868007028,19.994149214746542,1.0,1
2.0,-15.567079364112264,-0.2278702122469833,3.161584709605437,-8.758984970572948,4.349520049557145,18.25209798487917,5.173553851481068,2.2277124482719564,25.61600282579502,-0.6633905555035733,-0.0063271879808474,-2.558601385024001,52.82682822507079,1.0,0.0,-11.8753419034956,3.338247740911558,-549.6067902107748,-769.0280155869159,-1.5438338673267822,-642.2089476410242,-366.6844453740707,211.2836441764332,544.3440226835435,-382.10512058870427,182.67673594446936,116.05269045394212,156.3055548429275,-1320.9041226232002,-1434.9650939575986,20.5892828970618,1.0,-2.5070747258310764,3.5479869459839617,0.6405965362415061,2.0,306.5266486921518,-3.791959611025717,0.0,0.0,5.417471263804248,11.70903278128495,9.587325345080323,12.594176577722616,5.0,616.7803923585809,3.132950194096864,593.7000959759997,-7.472781681298341,276.64247883088456,552.2422288183335,609.399500447794,0.0,31.972073472677344,6.771391067620206,3.505028909597073,0.0,0.0,-1.390378336808286,13.02433874504236,18.70061534211993,673.06,0.0,3.505028909597073,63.20852777265684,119.17405057773794,70.04075234690667,47.06519282109215,-151.2530466548147,-32.78860942606802,-616.6894898535414,34.011805114784295,227.7231526032574,221.3291663720868,218.9569608614327,216.6391727255292,93.23,193.2541876857481,-3.002891588104776,600.7848087529431,153.90293634827796,139.3711757730095,144.4967357271669,146.43276446033292,147.30336317187914,148.61331860284832,241.0816572294494,-8.628191819043824,149.2290062938019,72.8973509365855,103.53936598876416,91.73420737671248,102.95887932530104,520.888888888889,533.9753086419755,79.99566734239144,305.1145404663922,216.5718169041868,9215.003573000007,8545.586983999987,67.6688625856576,59.37062439405226,252.37114707784565,1.0,149.22191742326646,1033.994480765247,40.5801,152.42661443156993,700.5635418048017,28.594430277747,198.2664078962041,1.0,1
0.0,-9.81509382075268,-11.998229164275386,5.339468794053561,-12.239706297672775,13.47424801892434,-0.6683206779443318,-17.84423681418825,0.273892454996528,-8.66883979904429,-8.132984329530437,-15.871711732380692,-17.79656569782727,55.62525987929608,1.0,0.0,4.250060403810534,6.704071528136592,5964.761198574412,388.7803007891876,-2825.164688363763,-2883.0436430480177,-1394.0410937781185,208.7336523100204,-361.9843598147987,-498.6310409707469,9.768227056604047,92.09650011633744,-806.0412295269979,-184.92004813523045,-591.1743853303458,16.139005199414953,0.0,-11.87697969471531,0.0,-4.528321514196617,3.0,285.96121496445346,-8.202228553716807,0.0,0.0,6.229982311909108,12.075808494248433,9.901904706515747,13.749529418653813,6.0,578.3579732190616,0.0,550.1493679259852,-7.156063368200902,244.51599253935305,488.0695176106707,534.9931082208441,0.0,78.91933831472787,6.068268155732171,3.1306560792297184,0.0,0.0,-1.2965540950957832,12.551864390515528,15.74531541838316,487.06,0.0,3.1306560792297184,57.94873452813546,103.88482794718676,70.34227608052916,50.66066240188324,-1390.7403203497047,12.92250913997476,-230.7046612603852,27.250332083473563,229.177117554238,234.32195302309376,225.22881644035704,219.84411322218432,74.77,221.46070364964865,-3.7632609531197625,548.4405217186535,151.69516437291287,137.9584750160911,141.12523284964195,147.50709675392474,149.0795273199903,148.26888960684943,238.10651572114324,-9.059687123156564,150.86221538002766,139.19982966071453,128.81315171232887,123.17700941666688,290.9554713970587,419.72642318244186,438.5462962962964,112.8964779937502,248.3266460905349,179.75031027162362,9403.360075000008,19784.97205499999,96.8274422839508,97.95319596666688,275.11106340144846,1.0,150.197323741183,657.3221976057582,46.7729,148.98509777543828,573.2919922814757,27.29961868007028,19.994149214746542,1.0,1
